2264	54	-1.956151	0	-5.187866	-1.996573	1.684929	-5.160091	2
2264	55	-1.973654	0	-5.547373	-1.958017	1.750529	-5.455589	2
2264	56	-3.828705	0	-0.7549304	-3.812728	1.442336	-0.8289751	2
2264	58	-2.317291	0	-4.736523	-2.330843	1.76555	-4.650896	3
2264	59	-2.334144	0	-6.08917	-2.34269	1.74339	-5.996904	2
2264	57	-2.982954	0	3.618175	-2.937362	1.501081	3.537442	3
2265	54	-1.957081	0	-5.155562	-1.997638	1.670398	-5.110406	2
2265	55	-1.963643	0	-5.446248	-1.937445	1.746969	-5.356589	2
2265	56	-3.813474	0	-0.8510852	-3.804021	1.443158	-0.9209992	2
2265	58	-2.320208	0	-4.6496	-2.336929	1.771809	-4.570588	3
2265	59	-2.335428	0	-5.992192	-2.337086	1.741236	-5.905941	2
2265	57	-2.97489	0	3.522789	-2.929847	1.501279	3.437557	3
2266	54	-1.960461	0	-5.110326	-1.996895	1.667219	-5.061107	2
2266	55	-1.955073	0	-5.348719	-1.911457	1.738476	-5.260372	2
2266	56	-3.7982	0	-0.9472279	-3.794935	1.443999	-1.017597	2
2266	58	-2.323271	0	-4.565341	-2.34743	1.774728	-4.492711	3
2266	59	-2.336685	0	-5.895105	-2.331373	1.7446	-5.811556	2
2266	57	-2.966821	0	3.427318	-2.926933	1.506862	3.335716	3
2267	54	-1.966103	0	-5.052151	-1.994682	1.667665	-4.999116	2
2267	55	-1.947444	0	-5.255645	-1.900742	1.742358	-5.169991	2
2267	56	-3.782877	0	-1.043363	-3.791913	1.43702	-1.11796	2
2267	58	-2.326403	0	-4.483463	-2.360828	1.772998	-4.417163	3
2267	59	-2.337925	0	-5.79794	-2.320355	1.739041	-5.712101	2
2267	57	-2.958748	0	3.331767	-2.927441	1.513364	3.241845	3
2268	54	-1.974382	0	-4.981516	-1.995937	1.65445	-4.920928	2
2268	55	-1.94004	0	-5.167275	-1.89164	1.753521	-5.0818	2
2268	56	-3.767502	0	-1.139498	-3.786622	1.432092	-1.219436	2
2268	58	-2.329626	0	-4.403629	-2.373101	1.766955	-4.340677	3
2268	59	-2.339157	0	-5.700716	-2.304241	1.729672	-5.609633	2
2268	57	-2.950672	0	3.236143	-2.925583	1.516739	3.148417	3
2269	54	-1.986028	0	-4.899415	-2.006016	1.638086	-4.828591	2
2269	55	-1.932564	0	-5.08241	-1.889231	1.763543	-4.99736	2
2269	56	-3.752067	0	-1.235642	-3.772293	1.436218	-1.319841	2
2269	58	-2.333035	0	-4.325441	-2.384737	1.75826	-4.260622	3
2269	59	-2.340389	0	-5.603451	-2.302968	1.732297	-5.508858	2
2269	57	-2.942593	0	3.140452	-2.923063	1.512482	3.057069	3
2270	54	-2.001743	0	-4.807456	-2.021752	1.622679	-4.728294	2
2270	55	-1.924143	0	-5.001335	-1.909684	1.769193	-4.921313	2
2270	56	-3.736253	0	-1.331478	-3.754584	1.443078	-1.420122	2
2270	58	-2.336782	0	-4.248465	-2.391677	1.751832	-4.179368	3
2270	59	-2.341654	0	-5.506156	-2.303956	1.74027	-5.405399	2
2270	57	-2.934512	0	3.0447	-2.918984	1.507243	2.964849	3
2271	54	-2.021849	0	-4.707405	-2.039688	1.61532	-4.623003	2
2271	55	-1.914223	0	-4.922885	-1.92028	1.777714	-4.847322	2
2271	56	-3.72063	0	-1.426824	-3.72807	1.445864	-1.513746	2
2271	58	-2.341059	0	-4.172239	-2.397189	1.748777	-4.1008	3
2271	59	-2.342956	0	-5.40884	-2.312444	1.745437	-5.305122	2
2271	57	-2.926428	0	2.94889	-2.915668	1.502548	2.872652	3
2271	60	-1.274278	0	7.466709	-1.264693	1.594977	7.443552	2
2272	54	-2.046088	0	-4.601159	-2.06159	1.616182	-4.50988	2
2272	55	-1.902548	0	-4.845701	-1.907995	1.78377	-4.774753	2
2272	56	-3.705178	0	-1.521728	-3.684126	1.446892	-1.600908	2
2272	58	-2.34608	0	-4.096295	-2.4014	1.751748	-4.020497	3
2272	59	-2.344299	0	-5.311506	-2.34374	1.745828	-5.211153	2
2272	57	-2.918343	0	2.853029	-2.914029	1.503562	2.78138	3
2272	60	-1.27558	0	7.449829	-1.265825	1.594972	7.426295	2
2273	54	-2.073646	0	-4.490565	-2.081762	1.608832	-4.388876	2
2273	55	-1.889181	0	-4.768394	-1.897806	1.784005	-4.699211	2
2273	56	-3.689879	0	-1.616233	-3.66994	1.453179	-1.69171	2
