17	1	-1.823471	0	-8.74525	-1.805009	1.587991	-8.715717	0
18	1	-1.814611	0	-8.741268	-1.796785	1.587941	-8.710238	0
18	2	-2.285503	0	-8.597116	-2.334461	1.760324	-8.58917	3
19	1	-1.802356	0	-8.73542	-1.78543	1.587903	-8.702716	0
19	2	-2.292185	0	-8.577891	-2.340881	1.760324	-8.568589	3
19	3	-2.187713	0	-6.815232	-2.209591	1.331788	-6.779151	3
20	1	-1.787246	0	-8.727811	-1.771343	1.587878	-8.69363	0
20	2	-2.300261	0	-8.553348	-2.340311	1.754615	-8.526562	3
20	3	-2.178281	0	-6.791974	-2.200244	1.331764	-6.756017	3
20	4	-2.87673	0	-6.676547	-2.885742	1.393001	-6.64328	2
21	1	-1.769656	0	-8.718575	-1.754818	1.587883	-8.68308	0
21	2	-2.309464	0	-8.523913	-2.346031	1.751679	-8.493664	3
21	3	-2.167173	0	-6.76399	-2.156259	1.306179	-6.736347	3
21	4	-2.889318	0	-6.643381	-2.90248	1.391126	-6.610333	2
21	5	-2.031164	0	-2.82974	-2.06762	1.271376	-2.818265	2
22	1	-1.749952	0	-8.707826	-1.736344	1.587928	-8.671131	0
22	2	-2.31953	0	-8.489986	-2.352239	1.747686	-8.457013	3
22	3	-2.154666	0	-6.731644	-2.13774	1.302125	-6.705361	3
22	4	-2.903569	0	-6.605172	-2.926695	1.38994	-6.574721	2
22	5	-2.037176	0	-2.801484	-2.080021	1.253127	-2.77939	2
22	6	-1.169948	0	-2.276355	-1.171663	1.380425	-2.309684	3
23	1	-1.728491	0	-8.695657	-1.716266	1.587994	-8.657856	0
23	2	-2.330193	0	-8.451938	-2.358568	1.742041	-8.417254	3
23	3	-2.141032	0	-6.695264	-2.119035	1.299741	-6.669711	3
23	4	-2.919208	0	-6.562355	-2.94712	1.390749	-6.532987	2
23	5	-2.044011	0	-2.769711	-2.08708	1.251649	-2.745321	2
23	6	-1.185465	0	-2.305297	-1.187223	1.380685	-2.339652	3
23	7	-1.404928	0	-0.08301334	-1.398397	1.384369	-0.1165131	2
